ITEM_NUMBER,DESCRIPTION,SALES_UOM,PACK_CODE,CONVERSION_FACTOR,LENGTH,WIDTH,HEIGHT,UOM_WEIGHT
0142075,"PWRLOCMAX20GA X 3/4"" W/OY-SITE",CA,PP,25,11.3,3.0,6.0,1
080011,PercutaneousCatheterIntroducer,CA,PP,5,11.3,4.0,4.0,1
SU10,SafeSheathUltra,CA,PP,5,11.3,6.0,5.0,1
SU9,SafeSheathUltra,CA,PP,5,11.3,6.0,5.0,1
MW-122,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
MW-222,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
MW-319,PulmTBANlHistNdl,CA,PP,4,11.3,8.1,2.0,1
MW-322,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
MW-522,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
MWF-319,PulmTBANlHistNdl,CA,PP,4,11.3,8.1,2.0,1
SW-121,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
SW-221,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
SW-521,PulmTBANCytoNdl,CA,PP,4,11.3,8.1,2.0,1
000317,GastmyAccDlPrtFeedAdptr,CA,PP,5,11.3,9.2,0.3,0
000318,GastmyAccDlPrtFeedAdptr,CA,PP,5,11.3,9.2,0.3,0
000333,GastmyAccDlPrtFeedAdptr,CA,PP,5,11.3,9.5,0.3,0
9770016,SITERITE TLS VER. 1.2 SOFTWARE,EA,PP,1,11.3,9.5,0.3,0
37302,MecSpiritSheathStyle2SSH37302,CA,PP,30,11.3,9.7,6.6,1
97129,HollMecSilSSHM97129EU,CA,PP,30,11.3,9.8,6.8,1
97132,HollMecSilSSHI97132EU,CA,PP,30,11.3,9.8,6.8,1
97136,HollMecSilSSHL97136EU,CA,PP,30,11.3,9.8,6.8,1
97141,HollMecSilSSHX97141EU,CA,PP,30,11.3,9.8,6.8,1
97225,HollMecSilStdS97225EU,CA,PP,30,11.3,9.8,6.8,1
IH3541,BBraunMecWBDXIH3541,CA,PP,30,11.3,9.8,6.8,1
IH4525,BBraunMecSSHSIH4525,CA,PP,30,11.3,9.8,6.8,1
IH4525A,BBraunMecSSHSIH4525A,CA,PP,30,11.3,9.8,6.8,1
R05285032832,RuschMecSSHIRO5285032832,CA,PP,30,11.3,9.8,6.8,1
R05285032836,RuschMecSSHLRO5285032836,CA,PP,30,11.3,9.8,6.8,1
R05285032841,RuschMecSSHXRO5285032841,CA,PP,30,11.3,9.8,6.8,1
R05285032925,RuschMecWBDSRO5285032925,CA,PP,30,11.3,9.8,6.8,1
R05285032929,RuschMecWBDMRO5285032929,CA,PP,30,11.3,9.8,6.8,1
37301,MecSpiritSheathStyle2SSH37301,CA,PP,30,11.3,10.0,6.5,1
37304,MecSpiritSheathStyle2SSH37304,CA,PP,30,11.3,10.0,6.5,1
37305,MecSpiritSheathStyle2SSH37305,CA,PP,30,11.3,10.0,6.5,1
39304,MecSpiritSheathStyle3WBD39304,CA,PP,30,11.3,10.0,6.5,1
39305,MecSpiritSheathStyle3WBD39305,CA,PP,30,11.3,10.0,6.5,1
5002233,MecSpiritSheathStyle3WBD39301,CA,CG,1,11.3,10.0,6.5,1
5002234,MecSpiritSheathStyle3WBD39302,CA,CG,1,11.3,10.0,6.5,1
5002235,MecSpiritSheathStyle3WBD39303,CA,CG,1,11.3,10.0,6.5,1
5002236,MecSpiritSheathStyle3WBD39304,CA,CG,1,11.3,10.0,6.5,1
5002237,MecSpiritSheathStyle3WBD39305,CA,CG,1,11.3,10.0,6.5,1
5002238,MecSpiritSheathStyle2SSH37301,CA,CG,1,11.3,10.0,6.5,1
5002239,MecSpiritSheathStyle2SSH37302,CA,CG,1,11.3,10.0,6.5,1
5002240,MecSpiritSheathStyle2SSH37303,CA,CG,1,11.3,10.0,6.5,1
5002241,MecSpiritSheathStyle2SSH37304,CA,CG,1,11.3,10.0,6.5,1
5002242,MecSpiritSheathStyle2SSH37305,CA,CG,1,11.3,10.0,6.5,1
800316,FolyCathTryUniv,CA,CG,10,11.3,10.1,9.6,4
800318,FolyCathTryUniv,CA,CG,10,11.3,10.1,9.6,4
CRE14,CROSSER 14 CORONARY RX CTO,EA,PP,1,11.3,10.3,1.0,0
CRU14PA,CROSSER 14P  PERPH RX CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRU14SA,CROSSER 14S PERPH RX CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUO14PA,CROSSER 14P PERPH OTW CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUOP106,CROSSER 14P PERPH OTW CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUOS106,CROSSER 14S PERPH OTW CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUP106,CROSSER 14P  PERPH RX CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUS6106,CROSSER S6 PERPH CTO CATH,EA,PP,1,11.3,10.3,1.0,0
CRUS6A,CROSSER S6 54CM PERPH CTO CATH,EA,PP,1,11.3,10.3,1.0,0
SD70T,SIDEKICK STRT TAPER 70CM,EA,PP,1,11.3,10.3,1.0,1
USH130T,USHER STRAIGHT TAPERED 130CM,EA,PP,1,11.3,10.3,1.0,1
USH83AT,USHER ANGLE TAPERED 83CM,EA,PP,1,11.3,10.3,1.0,1
USH83T,USHER STRAIGHT TAPER 83CM,EA,PP,1,11.3,10.3,1.0,1
1716000J,PowerPort,EA,PP,1,11.3,10.3,10.8,4
1806060J,PowerPort,EA,PP,1,11.3,10.3,10.8,4
0606150J,SM TI W/ ATT 8FR,EA,PP,1,11.3,10.5,1.0,1
7707540,X-PORT ISP WITH 8 FR,EA,PP,1,11.3,10.5,1.0,1
7707540J,X-PORT ISP W/ 8FR GR,CA,PP,5,11.3,10.5,1.0,1
0602833,SM ATT Plas 8 Fr Grosh,EA,PP,1,11.3,10.8,1.3,1
150432,LegBagBonusw/LtxStrip,CA,CG,12,11.3,10.9,14.0,8
7711552,SLCathVitaCuffSureCuffPerc,CA,CG,5,11.3,16.5,13.5,8
7711802,SLCathVitaCuffSureCuffPerc,CA,CG,5,11.3,16.5,13.5,8
9194108,DOTPWERPICCSOLO4FRSLTLSFUL,CA,CG,5,11.3,17.0,13.8,8
MK5182,MicroIntrduceKit,CA,PP,10,11.3,6.1,3.7,1
072211,DrainChannelFlatFullFluted,CA,PP,10,11.3,7.7,5.3,1
042616,DialSoundMetalThreadedTip,EA,PP,1,11.3,7.9,3.8,3
8708060,PPORTTI ISP 8CF INT WSP ATT SL,EA,PP,1,11.3,10.8,2.1,2
8808560,"PPrt,MRI isp8Gs,int w/spatt sl",EA,PP,1,11.3,10.8,2.1,2
8816004,"PPRT,MRI,ISP,8CF,BAS,WSP,ATTSL",EA,PP,1,11.3,10.8,2.1,2
8816002,"PPRT,MRI,ISP,6CF,BAS,WSP,ATTSL",EA,PP,1,11.3,10.8,2.2,2
8816003,"PPRT,MRI,ISP,6CF,BAS,WOSPATTSL",EA,PP,1,11.3,10.9,2.1,2
8708001,INTL PPORT TI 8CF IN WOSPATTSL,EA,PP,1,11.3,10.9,2.2,1
8708560,"PPRT TI, ISP, 8GR, INT",EA,PP,1,11.3,11.0,2.2,2
8816006,"PPRT,MRI,ISP,8GR,BAS,WSP,ATTSL",EA,PP,1,11.3,11.0,2.2,2
150419,LegBagBonusw/LtxStrip,CA,CG,12,11.3,11.0,13.9,7
000595,EndoSutGERDTherProcKit,EA,PP,1,11.3,16.6,2.8,1
000608,HemoLigaDevMultiBndLiga,CA,PP,2,11.4,12.0,3.9,2
MK5181,MicroIntrduceKit,CA,PP,10,11.4,6.1,3.7,1
072510,DrainConnThreeInOne,CA,PP,10,11.4,7.7,5.2,1
CCP03300,*CC BEZEL TOP/MEMBR SWTKIT,EA,PP,1,11.4,9.0,6.9,1
39302,MecSpiritSheathStyle3WBD39302,CA,PP,30,11.4,9.7,6.8,1
8708561,"PprtTi isp 8Gr int,woSP,att,sl",EA,PP,1,11.4,10.9,2.1,2
8816005,"PPRT,MRI,ISP,8CF,BAS,WOSPATTSL",EA,PP,1,11.4,10.9,2.1,2
KWC200,SterilizingCase,EA,PP,1,11.4,18.0,2.8,4
USH07AT,USHER 7F ANGLED TIP PERH 130CM,EA,PP,1,11.5,10.5,1.2,0
17800050,BoneBiopsyNeedle,EA,PP,1,11.5,0.5,0.5,0
043928,DialCathMetalFemaleCurveTip,EA,PP,1,11.5,2.0,0.1,0
043934,DialCathMetalFemaleCurveTip,EA,PP,1,11.5,2.0,0.1,0
LH0029YN,SAFESTEP 22G x 3/4,CA,PP,25,11.5,3.0,6.0,1
LH0030,SAFESTEP 22G x 1,CA,PP,25,11.5,3.0,6.0,1
LH0030YN,SAFESTEP 22G x 1 WY,CA,PP,25,11.5,3.0,6.0,1
LH0031YN,SAFESTEP 20G x 3/4,CA,PP,25,11.5,3.0,6.0,1
LH0032YN,SAFESTEP 20GX1 W/Y,CA,PP,25,11.5,3.0,6.0,1
LH0033,SAFESTEP 19G x 3/4,CA,PP,25,11.5,3.0,6.0,1
LH0033YN,SAFESTEP 19G x 3/4,CA,PP,25,11.5,3.0,6.0,1
LH0034YN,SAFESTEP 19G X 1 W/Y,CA,PP,25,11.5,3.0,6.0,1
LH0035,SAFESTEP 22G X 1/2,CA,PP,25,11.5,3.0,6.0,1
LH0036YN,SAFESTEP 22GX1 1/2 W/Y,CA,PP,25,11.5,3.0,6.0,1
LH0038,SAFESTEP 20G x1 1/2,CA,PP,25,11.5,3.0,6.0,1
LH0038YN,SAFESTEP 20G X1 1/2,CA,PP,25,11.5,3.0,6.0,1
LH0039,SAFESTEP 19G X 1/2,CA,PP,25,11.5,3.0,6.0,1
17840010,BoneBiopsyNeedle,EA,PP,1,11.5,3.3,0.8,0
0132075,"PWRLOCMAX 20GA X 3/4"" W/Y-SITE",CA,PP,25,11.5,6.0,3.0,0
LH0029,SAFESTEP 22G X 3/4,CA,PP,25,11.5,6.0,3.3,1
LH0031,SAFESTEP 20G x 3/4,CA,PP,25,11.5,6.0,3.3,1
LH0032,SAFESTEP 20G x 1,CA,PP,25,11.5,6.0,3.3,1
LH0034,SAFESTEP 19G X 1,CA,PP,25,11.5,6.0,3.3,1
LH0035YN,SAFESTEP 22G X 1/2,CA,PP,25,11.5,6.0,3.3,1
LH0036,SAFESTEP 22GX1 1/2,CA,PP,25,11.5,6.0,3.3,1
LH0037,SAFESTEP 20G X 1/2,CA,PP,25,11.5,6.0,3.3,1
LH0037YN,SAFESTEP 20GX1/2 W/Y,CA,PP,25,11.5,6.0,3.3,1
LH0040,SAFESTEP 19G X1 1/2,CA,PP,25,11.5,6.0,3.3,1
LH0040YN,SAFESTEP 19GX1 1/2 W/Y,CA,PP,25,11.5,6.0,3.3,1
MK4182,MicroIntrduceKit,CA,PP,10,11.5,6.1,3.6,1
MK5183,MicroIntrduceKit,CA,PP,10,11.5,6.1,3.6,1
MK4181,MicroIntrduceKit,CA,PP,10,11.5,6.2,3.6,1
740047,VigilonHydrogelWndDressing,CA,CG,10,11.5,6.8,10.5,8
3254115,POLY PQC 4 FR DL PICC BSC W/MI,CA,PP,5,11.5,7.0,1.0,0
7717305,"3 Fr S/L Gro Safety,",CA,PP,5,11.5,7.0,1.0,0
0605560,SlimportSlimTitaniumLowProfile,EA,PP,1,11.5,7.3,1.0,0
157000,SafeSampleDevice,CA,PP,50,11.5,7.3,4.3,1
153621,ExtCableTempSensCath,EA,PP,1,11.5,7.5,0.5,0
0010213,VENTRIO SMALL CIRCLE,EA,PP,1,11.5,8.0,0.3,0
FSENCOR01,EnCor Foot Pedal,EA,PP,1,11.5,8.0,3.0,4
FSENCORMR,EnCor MRI Foot Pedal,EA,PP,1,11.5,8.0,3.0,4
CRE14P,CROSSER 14P  PERPH RX CTO CATH,EA,PP,1,11.5,9.0,9.0,16
CRPEDAL,CrosserGenerator,EA,PP,1,11.5,9.0,9.0,0
ECSEUPADP,EnCor Siemens Upright Adapter,EA,PP,1,11.5,9.3,6.3,1
000686,ProtectiveCapGaudererGenieSys,CA,PP,5,11.5,9.5,0.1,1
000689,GastmyInitPlacDevLinBol,CA,PP,6,11.5,9.5,0.1,1
CRE14S,CROSSER 14S PERPH RX CTO CATH,EA,PP,1,11.5,9.5,6.5,7
U3513068,Ultraverse035PTADilCath,EA,PP,1,11.5,9.8,0.9,0
0025800,HydroFlex Irrigation System,EA,PP,1,11.5,10.0,12.0,7
9025800,HydroFlexControllerRefurb,EA,CG,1,11.5,10.0,12.0,7
SD110A,SIDEKICK ANGLED 110CM,EA,PP,1,11.5,10.5,1.3,1
SD110T,SIDEKICK STRAIGHT TAPER 110CM,EA,PP,1,11.5,10.5,1.5,2
1808071,"P-Port, MRI, ISP8FrCf,Att,MI",EA,PP,1,11.5,10.5,3.0,1
0184511,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
0204511,TRUE CATH 20MMX4.5CMX110CM,EA,PP,1,11.5,11.0,0.7,0
0214512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
0224512,TRUE CATH 22MMX4.5CMX110CM,EA,PP,1,11.5,11.0,0.7,0
0234512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
0244512,TRUE CATH 24MMX4.5CMX110CM,EA,PP,1,11.5,11.0,0.7,0
0254513,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
0264513,TRUE CATH 26MMX4.5CMX110CM,EA,PP,1,11.5,11.0,0.7,0
0284514,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T184511,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T204511,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T214512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T224512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T234512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T244512,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T254513,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T264513,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
T284514,BalloonValvuloplastyCatheter,EA,PP,1,11.5,11.0,0.7,0
0604970,DualSlimportImplantationPort,EA,PP,1,11.5,11.0,1.0,1
SD110,SIDEKICK STRAIGHT 110CM,EA,PP,1,11.5,11.5,1.5,2
1606062,"POWERPORT VUE ISP MR, 6F, INT",CA,CG,5,11.5,11.5,10.5,5
0541ON,BilBxForcsOvlCupW/Ndl,CA,PP,5,11.5,14.5,3.0,2
0542OC,BilBxForcsOvlCup,CA,PP,5,11.5,14.5,3.0,2
0543AN,BilBxFcpsAlligCupW/Ndl,CA,PP,5,11.5,14.5,3.0,2
0544AC,BilBxFcpsAlligCup,CA,PP,5,11.5,14.5,3.0,2
000861,PYLRC/CLNIC BALL DIL 20MM,EA,PP,1,11.5,15.4,1.1,1
9386108,PowerPICCTLPICC Full Tray w/MI,CA,PP,5,11.5,16.0,13.5,10
899616,FolyTryNoRflxDrnBagTES,CA,CG,10,11.6,8.7,18.6,10
899616S,FolyTryNoFlfxDrnBagSwabstick,CA,CG,10,11.6,8.7,18.6,10
G899616,FolyTryNoRflxDrnBagTESGov,CA,CG,10,11.6,8.7,18.6,10
160567,BxDispBxFcpsOvlCupYel,CA,PP,10,11.6,16.0,3.2,3
160568,BxDispBxFcpsAlligCupw/NdlYel,CA,PP,10,11.6,16.0,3.2,3
160569,BxDispFcpsOvlCupw/NdlYel,CA,PP,10,11.6,16.0,3.2,3
160570,BxDispFcpsAlligCupw/NdlYel,CA,PP,10,11.6,16.0,3.2,3
230567,BxDispFcpsOvlCupw/oNdlBlu,CA,PP,10,11.6,16.0,3.2,3
230568,BxDispBxFcpsAlligCupBlu,CA,PP,10,11.6,16.0,3.2,3
100502,PulmBxFcpsOvlCupCtdShft,CA,PP,10,11.6,16.3,3.2,2
100503,PulmBxFcpsAlligCupCtdShft,CA,PP,10,11.6,16.3,3.2,2
100506,PulmDispBxFcpsOvlCup,CA,PP,10,11.6,16.3,3.2,2
100507,PulmDispBxFcpsAlligCup,CA,PP,10,11.6,16.3,3.2,2
100512,BxDispBxFcpsOvlCupYel,CA,PP,10,11.6,16.3,3.2,2
100513,BxDispBxFcpsAlligCupYel,CA,PP,10,11.6,16.3,3.2,2
100516,BxDispBxFcpsOvlCup,CA,PP,10,11.6,16.3,3.2,2
100517,BxDispBxFcpsAlligCup,CA,PP,10,11.6,16.3,3.2,2
V1008C,STRT VFLO CAR 8MM X 10CM,EA,PP,1,11.6,7.2,1.7,1
CRU14,CROSSER 14 CORONARY RX CTO,EA,PP,1,11.6,10.5,1.1,0
CRU18A,CROSSER 18 PERPH RX CTO CATH,EA,PP,1,11.6,10.5,1.1,1
MSXL1770,MICROSHEATH XL 70CM STR TIP,EA,PP,1,11.6,10.5,1.1,0
MSXLT110,MICROSHEATH XLT 110CM TAPERED,EA,PP,1,11.6,10.5,1.1,0
MSXLT110V,MICROSHEATH XLT TAPERED 110CM,EA,PP,1,11.6,10.5,1.1,0
USH07AT83,USHER 7F ANGLED TIP PERH 83CM,EA,PP,1,11.6,10.5,1.1,0
MSXL1770V,MICROSHEATH XL VERT 70CM,EA,PP,1,11.6,10.5,1.2,0
MSXLT70V,MICROSHETH XLT TAPER VERT 70CM,EA,PP,1,11.6,10.5,1.2,0
STW130STS,STEWARD STR TIP CORNARY 130CM,EA,PP,1,11.6,10.5,1.2,0
USH07ST,USHER 7F STR TIP PERPH 130CM,EA,PP,1,11.6,10.5,1.2,0
USH07ST83,USHER 7F SHEATH STRT 83CM,EA,PP,1,11.6,10.5,1.2,0
USH130AT,USHER ANGLE TAPERED 130CM,EA,PP,1,11.6,10.5,1.3,1
CRU10,CROSSER LP CORONARY CTO CATH,EA,PP,1,11.6,10.6,1.1,0
MSXL17110V,MICROSH XL 110CM VERT TIP PERP,EA,PP,1,11.6,10.6,1.1,0
325130,InflationDevice,EA,PP,1,11.6,5.3,3.4,1
SMS00B,StoolMgtSys,CA,PP,10,11.6,6.3,6.2,2
MSXL17110,MICROSHEATH XL STR TIP 110CM,EA,PP,1,11.6,10.4,1.1,0
CREO14S,CROSSER 14S PERPH OTW CTO CATH,EA,PP,1,11.6,10.4,1.2,1
CREOS106,CROSSER 14S PERPH OTW CTO CATH,EA,PP,1,11.6,10.4,1.2,1
CRUO14SA,CROSSER 14S PERPH OTW CTO CATH,EA,PP,1,11.6,10.5,1.0,0
CREO14P,CROSSER 14P PERPH OTW CTO CATH,EA,PP,1,11.6,10.5,1.1,1
CRES6,CROSSER S6 54CM PERPH CTO CATH,EA,PP,1,11.6,10.5,1.1,1
TF0243518,TrueFlow24mm,EA,PP,1,11.6,10.9,0.8,0
0602240C,PortsHickman,CA,PP,5,11.6,11.6,6.2,3
0603880C,PortsHickman,CA,PP,5,11.6,11.6,6.2,3
0602690C,PortsHickman,CA,PP,5,11.6,11.6,6.3,3
0606100C,PortsHickman,CA,PP,5,11.6,11.7,6.3,3
887704,DialBalloonCathw/InflaDevice,EA,PP,1,11.6,14.1,3.7,2
887506,DialBalloonCathw/InflaDevice,EA,PP,1,11.6,14.2,3.8,2
887804,DialBalloonCathw/InflaDevice,EA,PP,1,11.6,14.2,3.8,2
887806,DialBalloonCathw/InflaDevice,EA,PP,1,11.6,14.2,3.8,2
100010,TranfixS1MecPkgStdSMPPK100010,CA,PP,1,11.6,11.6,15.9,2
500010,ClearAdvanAloeS1MecStdSp500010,CA,PP,10,11.6,11.6,15.9,2
600010,ClearAdvanAloeS2MecPop600010,CA,PP,10,11.6,11.6,15.9,2
700010,ClearAdvanAloe S3MecWBD700010,CA,CG,10,11.6,11.6,15.9,2
S500010,ClAdvSpiritS1MecStdSMPS500010,CA,PP,10,11.6,11.6,15.9,1
007100,BilPapltmeTprTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
007101,BilPapltmeTprTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
007102,BilPapltmeTprTipDblLumLngNose,EA,PP,1,11.6,11.6,0.8,1
007103,BilPapltmeTprTipDblLumLngNose,EA,PP,1,11.6,11.6,0.8,1
007104,BilPapltmeTprTipTriLumShtNose,EA,PP,1,11.6,11.6,0.8,1
007105,BilPapltmeTprTipTriLumShtNose,EA,PP,1,11.6,11.6,0.8,1
007106,BilPapltmeTprTipTriLumLngNose,EA,PP,1,11.6,11.6,0.8,1
007107,BilPapltmeTprTipTriLumLngNose,EA,PP,1,11.6,11.6,0.8,1
007143,BilTriLumStonRemovBlnBelow,EA,PP,1,11.6,11.6,0.8,1
007144,BilTriLumStonRemovBlnBelow,EA,PP,1,11.6,11.6,0.8,1
007145,BilTriLumStonRemovBlnBelow,EA,PP,1,11.6,11.6,0.8,1
050035,"GW, 400CM FLEX TIP CTD",EA,PP,1,11.6,11.6,0.8,1
050041,W 5FR 20MM PAP,EA,PP,1,11.6,11.6,0.8,1
050042,W 5FR 30MM PAP,EA,PP,1,11.6,11.6,0.8,1
050043,STD-C/20MM,EA,PP,1,11.6,11.6,0.8,1
050053,BilPapltmeBvlTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
050054,BilPapltmeBvlTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
050063,BilPapltmeBvlTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
050064,BilPapltmeBvlTipDblLumShtNose,EA,PP,1,11.6,11.6,0.8,1
050071,BilPapltmeBvlTipTriLumShtNose,EA,PP,1,11.6,11.6,0.8,1
050073,BilPapltmeBvlTipTriLumShtNose,EA,PP,1,11.6,11.6,0.8,1
000816,BxDispBxFcpsOvlCup,CA,PP,10,11.6,16.0,3.1,3
000817,BxDispBxFcpsOvlCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000818,BxDispBxFcpsAlligCup,CA,PP,10,11.6,16.0,3.1,3
000819,BxDispBxFcpsAlligCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000820,BxDispBxFcpsOvlCup,CA,PP,10,11.6,16.0,3.1,3
000821,BxDispBxFcpsOvlCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000822,BxDispBxFcpsAlligCup,CA,PP,10,11.6,16.0,3.1,3
000823,BxDispBxFcpsAlligCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000837,BxDispBxFcpsOvlCup,CA,PP,10,11.6,16.0,3.1,3
000838,BxDispBxFcpsOvlCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000840,BxDispBxFcpsAlligCup,CA,PP,10,11.6,16.0,3.1,3
000841,BxDispBxFcpsAlligCupw/Ndl,CA,PP,10,11.6,16.0,3.1,3
000138,HemoDispInNdlSclerStdColonNdl,CA,PP,5,11.6,16.0,3.3,1
T5020002,"VECTRA 5MM 20CM,10-12WPI",EA,PP,1,11.7,9.2,0.9,1
T5050001,VECTRA 5MM 50CM,EA,PP,1,11.7,9.2,0.9,1
T6020002,"VECTRA 6MM 20CM,10-12WPI",EA,PP,1,11.7,9.2,1.0,1
T6040001,VECTRA 6MM 40CM,EA,PP,1,11.7,9.2,1.0,1
T5020003,"VECTRA 5MM 20CM,24-32WPI",EA,PP,1,11.7,9.2,1.1,1
T6020003,"VECTRA 6MM 20CM,24-32WPI",EA,PP,1,11.7,9.2,1.1,1
T5040001,VECTRA 5MM 40CM,EA,PP,1,11.7,9.2,1.2,1
SU6,SafeSheathUltra,CA,PP,5,11.7,6.2,5.1,1
SU7,SafeSheathUltra,CA,PP,5,11.7,6.2,5.2,1
SMS00BE,StoolMgtSys,CA,PP,10,11.7,6.2,6.2,2
U35130325,Ultraverse035PTADilCath,EA,PP,1,11.7,9.5,0.8,0
U357544,Ultraverse035PTADilCath,EA,PP,1,11.7,9.6,0.7,0
U35130122,Ultraverse035PTADilCath,EA,PP,1,11.7,9.6,0.8,0
U3513098,Ultraverse035PTADilCath,EA,PP,1,11.7,9.6,0.9,0
LX35130460,LutonixPeripheralDCB035,EA,PP,1,11.7,9.7,0.7,0
U3575124,Ultraverse035PTADilCath,EA,PP,1,11.7,9.7,0.8,0
LX351304150,LutonixPeripheralDCB035,EA,PP,1,11.7,9.8,0.8,0
LX351305150,LutonixPeripheralDCB035,EA,PP,1,11.7,9.8,0.8,0
LX351306150,LutonixPeripheralDCB035,EA,PP,1,11.7,9.8,0.8,0
U3575128,Ultraverse035PTADilCath,EA,PP,1,11.7,9.8,0.8,1
U3575730,Ultraverse035PTADilCath,EA,PP,1,11.7,9.8,0.9,0
SD110AT,SIDEKICK ANGLE TAPER 110CM,EA,PP,1,11.7,10.5,1.1,1
CP00001,CustomPPTiIspNB6FPalm,CA,CG,5,11.7,11.5,10.7,5
887510,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.1,3.5,2
887404,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.1,3.8,2
887406,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.1,3.8,2
887410,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.1,3.8,2
998804,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.7,2
887606,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.8,2
887610,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.8,2
887810,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.8,2
998506,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.8,2
998510,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.2,3.8,2
998404,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.3,3.8,2
998504,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.3,3.8,2
998704,DialBalloonCathw/InflaDevice,EA,PP,1,11.7,14.3,3.8,2
150707,LegStrapsBulk,CA,PP,100,11.8,3.9,3.8,2
0037760,Arthro Flo Regulator,EA,PP,1,11.8,6.0,6.3,3
7715305,PICCVenousCatheterTray,CA,PP,5,11.8,7.3,1.1,0
7725505,5FR D/L PICC BASIC TRAY,CA,PP,5,11.8,7.3,1.1,0
481047,PelSoftBioMesh,EA,PP,1,11.8,8.0,0.1,0
481068,PelSoftBioMesh,EA,PP,1,11.8,8.0,0.1,0
482068,AcellularCollagenMatrix,EA,PP,1,11.8,8.0,0.1,0
482212,AcellularCollagenMatrix,EA,PP,1,11.8,8.0,0.1,0
482412,AcellularCollagenMatrix,EA,PP,1,11.8,8.0,0.1,0
482812,AcellularCollagenMatrix,EA,PP,1,11.8,8.0,0.1,0
100428,AccDispPedBitblkockSm,CA,PP,25,11.8,8.6,6.0,1
000025,CathLegStrap,CA,CG,20,11.8,8.8,5.0,1
SP301,RMNMecAuroraPopStyle2SP301,CA,PP,30,11.8,9.5,6.5,1
BSCLX351304100,BSC LTX 035 130cm 4X100mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX35130440,BSC LTX 035 130cm 4X40mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX35130460,BSC LTX 035 130cm 4X60mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX35130480,BSC LTX 035 130cm 4X80mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX351305100,BSC LTX 035 130cm 5X100mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX35130540,BSC LTX 035 130cm 5X40mm,EA,PP,1,11.8,9.8,1.0,0
BSCLX35130560,BSC LTX 035 130cm 5X60mm,EA,PP,1,11.8,9.8,1.0,0
