,LENGTH,WIDTH,HEIGHT
68430,17.0,5.0,4.0
68431,16.0,4.0,5.0
68432,21.9,4.7,2.9
68433,21.9,4.7,2.9
68434,21.9,4.7,2.9
68435,21.9,4.7,2.9
68436,21.9,4.7,2.9
68437,21.9,4.7,2.9
68438,21.9,4.7,2.9
68439,21.9,4.7,2.9
68440,21.9,4.7,2.9
68441,21.9,4.7,2.9
68442,22.5,7.1,4.0
68443,22.5,7.1,4.0
68444,22.5,7.1,4.0
68445,10.0,10.0,1.0
68446,10.0,0.5,10.0
68447,10.0,0.5,10.0
68448,9.0,4.0,4.0
68449,16.8,3.2,0.5
68450,10.0,10.0,0.5
68451,18.5,10.0,1.0
68452,21.8,4.8,2.9
68453,22.0,4.8,2.9
68454,22.0,4.8,2.9
68455,22.0,4.8,2.9
68456,22.1,4.8,2.9
68457,22.1,4.8,2.9
68458,10.0,10.0,1.0
68459,10.0,10.0,1.0
68460,10.0,10.0,1.0
68461,10.0,10.0,1.0
68462,10.0,10.0,1.0
68463,11.7,14.2,3.7
68464,11.7,14.2,3.7
68465,21.6,4.4,3.0
68466,22.0,4.9,2.9
68467,22.0,4.9,2.9
68468,22.0,4.9,2.9
68469,1.0,1.0,1.0
68470,10.0,10.0,1.0
68471,10.0,10.0,1.0
68472,10.0,10.0,1.0
68473,18.6,3.6,2.0
68474,14.2,9.7,1.1
68475,1.0,1.0,1.0
68476,1.0,1.0,1.0
68477,1.0,1.0,1.0
68478,10.0,8.5,1.5
68479,11.8,14.2,3.8
68480,21.9,4.8,2.9
68481,21.8,4.8,3.0
68482,12.5,10.5,0.5
68483,10.0,9.5,0.8
68484,9.5,10.0,0.8
68485,10.8,6.5,3.5
68486,10.8,6.5,3.5
68487,10.5,9.0,1.7
68488,10.5,10.5,0.7
68489,19.0,4.4,3.0
68490,19.0,4.4,3.0
68491,19.0,4.4,3.0
68492,22.0,4.8,2.9
68493,18.2,4.2,4.1
68494,18.2,4.2,4.1
68495,18.2,4.2,4.1
68496,9.3,4.2,2.0
68497,9.3,4.2,2.0
68498,17.5,10.3,4.3
68499,14.8,11.1,1.3
68500,14.8,11.1,1.3
68501,14.8,11.1,1.3
68502,14.8,11.1,1.3
68503,14.8,11.1,1.3
68504,14.8,11.1,1.3
68505,14.8,11.1,1.3
68506,11.7,14.1,3.8
68507,11.7,14.1,3.8
68508,21.9,4.7,2.9
68509,21.9,4.7,2.9
68510,21.8,4.8,3.0
68511,21.8,4.8,3.0
68512,11.0,10.6,2.0
68513,11.0,10.6,2.0
68514,18.4,3.6,2.0
68515,14.0,11.5,1.0
68516,11.8,9.6,0.8
68517,11.8,9.6,0.8
68518,10.4,9.1,1.6
68519,4.5,15.8,2.0
68520,4.5,15.8,2.0
68521,4.5,15.8,2.0
68522,4.5,15.8,2.0
68523,4.5,15.8,2.0
68524,21.7,4.5,3.1
68525,1.0,1.0,1.0
68526,4.5,15.8,2.0
68527,4.5,15.8,2.0
68528,4.5,15.8,2.0
68529,4.5,15.8,2.0
68530,4.5,15.8,2.0
68531,4.5,15.8,2.0
68532,4.5,15.8,2.0
68533,4.5,15.8,2.0
68534,4.5,15.8,2.0
68535,4.5,15.8,2.0
68536,4.5,15.8,2.0
68537,4.5,15.8,2.0
68538,4.5,15.8,2.0
68539,18.5,10.0,1.0
68540,18.5,10.0,1.0
68541,13.4,10.2,3.0
68542,13.0,11.0,1.0
68543,10.7,10.6,1.4
68544,19.0,11.0,2.0
68545,19.0,11.0,2.0
68546,19.0,11.0,2.0
68547,1.0,1.0,1.0
68548,20.0,9.0,1.0
68549,20.0,9.0,1.0
68550,10.1,9.9,0.8
68551,14.2,9.9,0.7
68552,14.2,9.9,0.7
68553,9.0,7.2,0.1
68554,1.3,0.4,0.2
68555,1.3,0.4,0.2
68556,12.5,9.5,2.5
68557,12.5,9.5,2.5
68558,12.5,9.5,2.5
68559,6.5,3.5,3.5
68560,6.5,3.5,3.5
68561,6.5,3.5,3.5
68562,20.4,11.5,6.7
68563,20.4,11.5,6.7
68564,20.4,11.5,6.7
68565,17.0,11.0,14.0
68566,11.0,7.0,1.0
68567,11.8,9.8,0.6
68568,11.8,9.8,0.6
68569,14.0,6.0,4.0
68570,11.0,8.0,1.0
68571,13.3,1.9,0.3
68572,13.3,1.9,0.3
68573,13.3,1.9,0.3
68574,13.3,1.9,0.3
68575,13.3,1.9,0.3
68576,13.3,1.9,0.3
68577,10.8,7.7,3.9
68578,10.8,7.7,3.9
68579,10.8,7.7,3.9
68580,10.8,7.7,3.9
68581,10.8,7.7,3.9
68582,11.0,7.7,3.7
68583,11.0,7.7,3.7
68584,11.0,7.7,3.7
68585,11.0,7.7,3.7
68586,11.0,7.7,3.7
68587,10.9,7.8,3.7
68588,10.9,7.8,3.7
68589,10.9,7.8,3.7
68590,10.9,7.8,3.7
68591,11.0,7.7,3.8
68592,11.0,7.7,3.8
68593,11.0,7.7,3.8
68594,11.0,7.7,3.8
68595,11.0,7.7,3.8
68596,11.0,7.8,3.6
68597,11.0,7.8,3.6
68598,11.0,7.8,3.6
68599,11.0,7.9,4.0
68600,11.0,7.9,4.0
68601,11.0,7.9,4.0
68602,11.0,7.9,4.0
68603,10.8,7.8,3.7
68604,10.8,7.8,3.7
68605,10.8,7.8,3.7
68606,10.8,7.8,3.7
68607,11.0,7.7,3.7
68608,11.0,7.7,3.7
68609,11.0,7.7,3.7
68610,11.0,7.7,3.7
68611,10.5,10.5,0.7
68612,10.5,10.5,0.7
68613,1.3,0.4,0.2
68614,11.0,11.0,2.0
68615,11.1,11.0,2.0
68616,11.0,11.0,2.0
68617,18.5,10.0,1.0
68618,9.8,14.8,5.0
68619,8.5,6.3,4.2
68620,11.8,9.6,0.9
68621,8.3,8.4,5.7
68622,20.0,10.0,3.5
68623,13.3,5.4,3.4
68624,9.0,4.0,4.0
68625,11.8,9.8,0.9
68626,8.9,9.1,2.4
68627,11.8,9.6,0.8
68628,13.0,10.5,1.5
68629,12.6,10.5,0.7
68630,4.5,1.7,1.2
68631,4.5,1.7,1.2
68632,19.0,3.3,2.5
68633,21.9,4.7,2.9
68634,21.8,4.8,3.0
68635,11.7,14.2,3.8
68636,10.0,10.0,1.0
68637,10.0,5.0,5.0
68638,11.8,9.6,0.8
68639,11.8,9.6,0.8
68640,11.0,10.6,2.0
68641,10.0,10.0,1.0
68642,10.0,10.0,1.0
68643,10.0,10.0,1.0
68644,12.6,10.5,0.7
68645,12.6,10.5,0.7
68646,20.5,4.3,2.5
68647,20.5,4.3,2.5
68648,20.5,4.3,2.5
68649,11.8,9.7,0.8
68650,11.8,9.7,0.8
68651,4.5,15.8,2.0
68652,4.5,15.8,2.0
68653,4.5,15.8,2.0
68654,4.5,15.8,2.0
68655,4.5,15.8,2.0
68656,21.7,4.5,3.0
68657,10.5,10.5,0.7
68658,17.8,10.8,11.8
68659,17.8,10.8,11.8
68660,17.0,10.0,2.0
68661,22.1,4.2,3.4
68662,22.1,4.2,3.4
68663,21.9,4.7,2.9
68664,21.9,4.7,2.9
68665,10.0,10.0,0.9
68666,21.9,4.7,2.9
68667,21.9,4.8,2.9
68668,10.0,10.0,0.8
68669,10.0,10.0,0.8
68670,10.0,10.0,0.8
68671,10.0,10.0,5.0
68672,21.8,4.8,2.9
68673,18.5,10.0,1.0
68674,18.5,10.0,1.0
68675,18.5,10.0,1.0
68676,18.5,10.0,1.0
68677,18.5,10.0,1.0
68678,18.5,10.0,1.0
68679,18.5,10.0,1.0
68680,18.5,10.0,1.0
68681,4.5,15.8,2.0
68682,16.4,3.1,1.1
68683,5.5,15.0,3.2
68684,5.5,15.0,3.2
68685,5.5,15.0,3.2
68686,5.5,15.0,3.2
68687,5.5,15.0,3.2
68688,5.5,15.0,3.2
68689,5.5,15.0,3.2
68690,5.5,15.0,3.2
68691,5.5,15.0,3.2
68692,5.5,15.0,3.2
68693,5.5,15.0,3.2
68694,5.5,15.0,3.2
68695,5.5,15.0,3.2
68696,5.5,15.0,3.2
68697,5.5,15.0,3.2
68698,5.5,15.0,3.2
68699,5.5,15.0,3.2
68700,21.6,4.4,3.0
68701,21.6,4.4,3.0
68702,21.6,4.4,3.0
68703,21.9,4.7,2.9
68704,21.9,4.7,2.9
68705,11.8,9.6,0.8
68706,18.5,10.0,1.4
68707,18.5,10.0,1.4
68708,18.5,10.0,1.4
68709,18.5,10.0,1.4
68710,18.5,10.0,1.4
68711,18.5,10.0,1.4
68712,18.5,10.0,1.4
68713,18.5,10.0,1.4
68714,18.5,10.0,1.4
68715,18.5,10.0,1.4
68716,18.5,10.0,1.4
68717,18.5,10.0,1.4
68718,18.5,10.0,1.4
68719,9.0,4.0,4.0
68720,9.0,4.0,4.0
68721,9.0,4.0,4.0
68722,9.0,4.0,4.0
68723,9.0,4.0,4.0
68724,9.0,4.0,4.0
68725,9.0,4.0,4.0
68726,9.0,4.0,4.0
68727,9.0,4.0,4.0
68728,9.0,4.0,4.0
68729,9.0,4.0,4.0
68730,12.9,8.5,2.1
68731,21.8,4.5,3.1
68732,21.8,4.5,3.1
68733,21.8,4.5,3.1
68734,21.8,4.5,3.1
68735,21.8,4.5,3.1
68736,21.8,4.5,3.1
68737,21.8,4.5,3.1
68738,21.8,4.5,3.1
68739,21.8,4.5,3.1
68740,21.8,4.5,3.1
68741,21.8,4.5,3.1
68742,21.8,4.5,3.1
68743,21.8,4.5,3.1
68744,21.8,4.5,3.1
68745,21.8,4.5,3.1
68746,21.8,4.5,3.1
68747,10.8,6.5,3.5
68748,19.0,11.0,2.0
68749,19.0,11.0,2.0
68750,21.9,4.8,2.9
68751,21.9,4.8,2.9
68752,21.9,4.8,2.9
68753,21.9,4.8,2.9
68754,17.0,5.0,4.0
68755,12.6,10.4,0.7
68756,12.0,4.0,1.0
68757,9.4,10.0,0.7
68758,10.5,10.0,1.0
68759,10.5,10.0,1.0
68760,21.8,4.5,3.0
68761,21.8,4.5,3.0
68762,21.8,4.5,3.0
68763,21.8,4.5,3.0
68764,21.8,4.5,3.0
68765,21.8,4.5,3.0
68766,21.8,4.5,3.0
68767,21.8,4.5,3.0
68768,21.8,4.5,3.0
68769,21.8,4.5,3.0
68770,21.8,4.5,3.0
68771,21.8,4.5,3.0
68772,21.8,4.5,3.0
68773,21.8,4.5,3.0
68774,21.8,4.5,3.0
68775,21.8,4.5,3.0
68776,21.8,4.5,3.0
68777,21.8,4.5,3.0
68778,21.8,4.5,3.0
68779,21.8,4.5,3.0
68780,21.8,4.5,3.0
68781,21.8,4.5,3.0
68782,21.8,4.5,3.0
68783,21.8,4.5,3.0
68784,6.3,6.1,4.4
68785,6.3,6.1,4.4
68786,18.5,10.0,1.3
68787,18.5,10.0,1.3
68788,21.8,4.5,3.0
68789,21.8,4.5,3.0
68790,21.8,4.5,3.0
68791,21.8,4.5,3.0
68792,21.8,4.5,3.0
68793,21.8,4.5,3.0
68794,21.8,4.5,3.0
68795,21.8,4.5,3.0
68796,21.8,4.5,3.0
68797,21.8,4.5,3.0
68798,21.8,4.5,3.0
68799,21.8,4.5,3.0
68800,21.8,4.5,3.0
68801,21.8,4.5,3.0
68802,21.8,4.5,3.0
68803,21.8,4.5,3.0
68804,21.8,4.5,3.0
68805,21.8,4.5,3.0
68806,21.8,4.5,3.0
68807,21.8,4.5,3.0
68808,21.8,4.5,3.0
68809,21.8,4.5,3.0
68810,21.8,4.5,3.0
68811,21.8,4.5,3.0
68812,21.8,4.5,3.0
68813,21.8,4.5,3.0
68814,21.8,4.5,3.0
68815,21.8,4.5,3.0
68816,21.8,4.5,3.0
68817,21.8,4.5,3.0
68818,21.8,4.5,3.0
68819,21.8,4.5,3.0
68820,21.8,4.5,3.0
68821,21.8,4.5,3.0
68822,21.8,4.5,3.0
68823,21.8,4.5,3.0
68824,21.8,4.5,3.0
68825,21.8,4.5,3.0
68826,21.8,4.5,3.0
68827,21.8,4.5,3.0
68828,21.8,4.5,3.0
68829,21.8,4.5,3.0
68830,21.8,4.5,3.0
68831,21.8,4.5,3.0
68832,21.8,4.5,3.0
68833,21.8,4.5,3.0
68834,21.8,4.5,3.0
68835,21.8,4.5,3.0
68836,21.8,4.5,3.0
68837,21.8,4.5,3.0
68838,21.8,4.5,3.0
68839,21.7,4.5,3.0
68840,21.7,4.5,3.0
68841,21.7,4.5,3.0
68842,21.7,4.5,3.0
68843,21.7,4.5,3.0
68844,21.7,4.5,3.0
68845,21.7,4.5,3.0
68846,21.7,4.5,3.0
68847,21.7,4.5,3.0
68848,21.7,4.5,3.0
68849,21.7,4.5,3.0
68850,21.7,4.5,3.0
68851,21.7,4.5,3.0
68852,21.7,4.5,3.0
68853,21.7,4.5,3.0
68854,21.7,4.5,3.0
68855,21.7,4.5,3.0
68856,21.7,4.5,3.0
68857,21.7,4.5,3.0
68858,19.0,11.0,2.0
68859,10.0,10.0,1.0
68860,12.6,10.5,0.7
68861,21.7,4.5,3.1
68862,21.7,4.5,3.1
68863,21.7,4.5,3.1
68864,21.7,4.5,3.1
68865,18.5,10.0,1.0
68866,18.5,10.0,1.0
68867,18.5,10.0,1.0
68868,15.0,14.0,7.0
68869,14.2,9.9,0.4
68870,11.8,9.6,0.7
68871,11.8,9.6,0.7
68872,11.8,9.6,0.7
68873,10.0,10.0,1.0
68874,22.1,4.8,2.8
68875,22.1,4.8,2.8
68876,20.0,9.0,1.0
68877,20.0,9.0,1.0
68878,20.0,9.0,1.0
68879,10.0,10.0,1.0
68880,13.5,18.3,7.9
68881,13.5,18.3,7.9
68882,13.5,18.3,7.9
68883,13.5,18.3,7.9
68884,13.5,18.3,7.9
68885,13.5,18.3,7.9
68886,13.5,18.3,7.9
68887,13.5,18.3,7.9
68888,10.0,10.0,1.0
68889,10.0,10.0,1.0
68890,11.8,9.6,0.8
68891,11.8,9.6,0.9
68892,11.8,9.6,0.5
68893,11.8,9.8,0.8
68894,10.5,10.5,0.8
68895,11.8,9.7,0.8
68896,21.7,4.0,2.2
68897,21.7,4.0,2.2
68898,21.7,4.0,2.2
68899,21.7,4.0,2.2
68900,21.7,4.0,2.2
68901,21.7,4.0,2.2
68902,21.7,4.0,2.2
68903,21.7,4.0,2.2
68904,21.7,4.0,2.2
68905,21.7,4.0,2.2
68906,21.7,4.0,2.2
68907,21.7,4.0,2.2
68908,21.7,4.0,2.2
68909,21.7,4.0,2.2
68910,21.7,4.0,2.2
68911,21.7,4.0,2.2
68912,21.7,4.0,2.2
68913,21.7,4.0,2.2
68914,21.7,4.0,2.2
68915,21.7,4.0,2.2
68916,21.7,4.0,2.2
68917,21.7,4.0,2.2
68918,21.7,4.0,2.2
68919,21.7,4.0,2.2
68920,21.7,4.0,2.2
68921,21.7,4.0,2.2
68922,21.7,4.0,2.2
68923,21.7,4.0,2.2
68924,21.8,4.5,3.1
68925,11.6,14.1,3.7
68926,22.4,4.8,2.9
68927,22.4,4.8,2.9
68928,11.7,14.2,3.8
68929,18.5,7.4,1.3
68930,18.5,7.4,1.3
68931,18.5,7.4,1.3
68932,11.0,7.8,5.3
68933,10.9,7.7,3.8
68934,21.7,4.5,3.1
68935,21.7,4.5,3.1
68936,21.7,4.5,3.1
68937,21.7,4.5,3.1
68938,15.0,5.5,3.0
68939,11.4,18.0,2.8
68940,11.4,18.0,2.8
68941,11.4,18.0,2.8
68942,6.5,3.5,3.5
68943,14.2,9.9,0.2
68944,14.2,9.9,0.2
68945,14.3,9.9,0.8
68946,14.3,9.9,0.8
68947,12.8,8.5,3.3
68948,12.8,8.5,3.3
68949,10.5,10.0,1.0
68950,9.4,9.9,0.7
68951,14.2,3.8,3.3
68952,1.0,1.0,1.0
68953,4.5,15.8,2.0
68954,20.0,10.0,6.5
68955,20.0,9.0,1.0
68956,21.6,4.5,3.0
68957,9.0,7.2,0.1
68958,11.0,8.0,4.5
68959,17.0,3.3,0.3
68960,19.3,12.3,2.8
68961,19.3,12.3,2.8
68962,19.3,12.3,2.8
68963,11.6,14.2,3.8
68964,5.3,13.2,3.3
68965,1.0,1.0,1.0
68966,19.3,12.3,2.8
68967,19.3,12.3,2.8
68968,19.3,12.3,2.8
68969,15.0,11.1,1.2
68970,21.6,4.5,3.0
68971,10.9,7.7,3.8
68972,15.7,10.1,2.4
68973,13.7,7.9,3.8
68974,9.8,4.3,1.8
68975,22.0,4.8,2.9
68976,21.6,4.4,3.0
68977,21.6,4.4,3.0
68978,13.0,10.0,1.0
68979,11.1,9.7,6.5
68980,11.1,9.7,6.5
68981,10.0,9.9,0.9
68982,10.0,10.0,0.9
68983,20.0,15.0,9.0
68984,10.5,7.5,1.8
68985,12.0,4.0,1.0
68986,11.2,7.5,1.5
68987,20.0,11.0,7.0
68988,8.9,11.4,6.3
68989,20.0,10.0,7.0
68990,11.4,9.0,6.9
68991,8.9,11.4,6.4
68992,21.7,4.5,3.1
68993,11.0,11.0,1.0
68994,11.8,14.2,3.8
68995,17.0,4.0,5.0
68996,15.6,7.6,4.9
68997,21.9,4.8,2.9
68998,20.4,11.6,6.6
68999,10.5,7.0,1.0
69000,11.0,10.7,2.2
69001,18.0,5.0,3.0
69002,18.0,5.0,3.0
69003,18.0,5.0,3.0
69004,18.0,5.0,3.0
69005,18.0,5.0,3.0
69006,18.0,5.0,3.0
69007,18.0,5.0,3.0
69008,18.0,5.0,3.0
69009,18.0,5.0,3.0
69010,18.0,5.0,3.0
69011,18.0,5.0,3.0
69012,18.0,5.0,3.0
69013,18.0,5.0,3.0
69014,18.0,5.0,3.0
69015,18.0,5.0,3.0
69016,18.0,5.0,3.0
69017,18.0,5.0,3.0
69018,18.0,5.0,3.0
69019,18.0,5.0,3.0
69020,18.0,5.0,3.0
69021,18.0,5.0,3.0
69022,18.0,5.0,3.0
69023,18.0,5.0,3.0
69024,18.0,5.0,3.0
69025,18.0,5.0,3.0
69026,18.0,5.0,3.0
69027,18.0,5.0,3.0
69028,18.0,5.0,3.0
69029,18.0,5.0,3.0
69030,18.0,5.0,3.0
69031,18.0,5.0,3.0
69032,18.0,5.0,3.0
69033,18.0,5.0,3.0
69034,18.0,5.0,3.0
69035,18.0,5.0,3.0
69036,18.0,5.0,3.0
69037,18.0,5.0,3.0
69038,18.0,5.0,3.0
69039,18.0,5.0,3.0
69040,18.0,5.0,3.0
69041,18.0,5.0,3.0
69042,18.0,5.0,3.0
69043,18.0,5.0,3.0
69044,18.0,5.0,3.0
69045,18.0,5.0,3.0
69046,18.0,5.0,3.0
69047,18.0,5.0,3.0
69048,18.0,5.0,3.0
69049,18.0,5.0,3.0
69050,18.0,5.0,3.0
69051,18.0,5.0,3.0
69052,18.0,5.0,3.0
69053,18.0,5.0,3.0
69054,18.0,5.0,3.0
69055,18.0,5.0,3.0
69056,18.0,5.0,3.0
69057,18.0,5.0,3.0
69058,18.0,5.0,3.0
69059,18.0,5.0,3.0
69060,18.0,5.0,3.0
69061,18.0,5.0,3.0
69062,18.0,5.0,3.0
69063,18.0,5.0,3.0
69064,18.0,5.0,3.0
69065,18.0,5.0,3.0
69066,18.0,5.0,3.0
69067,18.0,5.0,3.0
69068,18.0,5.0,3.0
69069,18.0,5.0,3.0
69070,18.0,5.0,3.0
69071,18.0,5.0,3.0
69072,18.0,5.0,3.0
69073,18.0,5.0,3.0
69074,18.0,5.0,3.0
69075,18.0,5.0,3.0
69076,18.0,5.0,3.0
69077,18.0,5.0,3.0
69078,18.0,5.0,3.0
69079,18.0,5.0,3.0
69080,18.0,5.0,3.0
69081,18.0,5.0,3.0
69082,18.0,5.0,3.0
69083,18.0,5.0,3.0
69084,18.0,5.0,3.0
69085,18.0,5.0,3.0
69086,18.0,5.0,3.0
69087,18.0,5.0,3.0
69088,18.0,5.0,3.0
69089,18.0,5.0,3.0
69090,18.0,5.0,3.0
69091,18.0,5.0,3.0
69092,18.0,5.0,3.0
69093,18.0,5.0,3.0
69094,18.0,5.0,3.0
69095,18.0,5.0,3.0
69096,18.0,5.0,3.0
69097,18.0,5.0,3.0
69098,18.0,5.0,3.0
69099,18.0,5.0,3.0
69100,18.0,5.0,3.0
69101,18.0,5.0,3.0
69102,18.0,5.0,3.0
69103,18.0,5.0,3.0
69104,18.0,5.0,3.0
69105,18.0,5.0,3.0
69106,18.0,5.0,3.0
69107,18.0,5.0,3.0
69108,18.0,5.0,3.0
69109,18.0,5.0,3.0
69110,18.0,5.0,3.0
69111,18.0,5.0,3.0
69112,18.0,5.0,3.0
69113,18.0,5.0,3.0
69114,18.0,5.0,3.0
69115,18.0,5.0,3.0
69116,18.0,5.0,3.0
69117,18.0,5.0,3.0
69118,18.0,5.0,3.0
69119,18.0,5.0,3.0
69120,18.0,5.0,3.0
69121,18.0,5.0,3.0
69122,18.0,5.0,3.0
69123,18.0,5.0,3.0
69124,18.0,5.0,3.0
69125,18.0,5.0,3.0
69126,18.0,5.0,3.0
69127,18.0,5.0,3.0
69128,18.0,5.0,3.0
69129,18.0,5.0,3.0
69130,18.0,5.0,3.0
69131,18.0,5.0,3.0
69132,18.0,5.0,3.0
69133,18.0,5.0,3.0
69134,18.0,5.0,3.0
69135,18.0,5.0,3.0
69136,18.0,5.0,3.0
69137,18.0,5.0,3.0
69138,18.0,5.0,3.0
69139,18.0,5.0,3.0
69140,18.0,5.0,3.0
69141,18.0,5.0,3.0
69142,18.0,5.0,3.0
69143,18.0,5.0,3.0
69144,18.0,5.0,3.0
69145,18.0,5.0,3.0
69146,18.0,5.0,3.0
69147,18.0,5.0,3.0
69148,18.0,5.0,3.0
69149,18.0,5.0,3.0
69150,18.0,5.0,3.0
69151,18.0,5.0,3.0
69152,18.0,5.0,3.0
69153,18.0,5.0,3.0
69154,18.0,5.0,3.0
69155,18.0,5.0,3.0
69156,18.0,5.0,3.0
69157,18.0,5.0,3.0
69158,18.0,5.0,3.0
69159,18.0,5.0,3.0
69160,18.0,5.0,3.0
69161,18.0,5.0,3.0
69162,18.0,5.0,3.0
69163,18.0,5.0,3.0
69164,18.0,5.0,3.0
69165,18.0,5.0,3.0
69166,18.0,5.0,3.0
69167,18.0,5.0,3.0
69168,18.0,5.0,3.0
69169,18.0,5.0,3.0
69170,18.0,5.0,3.0
69171,18.0,5.0,3.0
69172,18.0,5.0,3.0
69173,18.0,5.0,3.0
69174,18.0,5.0,3.0
69175,18.0,5.0,3.0
69176,18.0,5.0,3.0
69177,18.0,5.0,3.0
69178,18.0,5.0,3.0
69179,18.0,5.0,3.0
69180,18.0,5.0,3.0
69181,18.0,5.0,3.0
69182,18.0,5.0,3.0
69183,18.0,5.0,3.0
69184,18.0,5.0,3.0
69185,18.0,5.0,3.0
69186,18.0,5.0,3.0
69187,18.0,5.0,3.0
69188,18.0,5.0,3.0
69189,18.0,5.0,3.0
69190,18.0,5.0,3.0
69191,18.0,5.0,3.0
69192,18.0,5.0,3.0
69193,18.0,5.0,3.0
69194,18.0,5.0,3.0
69195,18.0,5.0,3.0
69196,18.0,5.0,3.0
69197,18.0,5.0,3.0
69198,18.0,5.0,3.0
69199,18.0,5.0,3.0
69200,18.0,5.0,3.0
69201,18.0,5.0,3.0
69202,18.0,5.0,3.0
69203,18.0,5.0,3.0
69204,18.0,5.0,3.0
69205,18.0,5.0,3.0
69206,18.0,5.0,3.0
69207,18.0,5.0,3.0
69208,18.0,5.0,3.0
69209,18.0,5.0,3.0
69210,18.0,5.0,3.0
69211,18.0,5.0,3.0
69212,18.0,5.0,3.0
69213,18.0,5.0,3.0
69214,18.0,5.0,3.0
69215,18.0,5.0,3.0
69216,18.0,5.0,3.0
69217,18.0,5.0,3.0
69218,18.0,5.0,3.0
69219,18.0,5.0,3.0
69220,18.0,5.0,3.0
69221,18.0,5.0,3.0
69222,18.0,5.0,3.0
69223,18.0,5.0,3.0
69224,18.0,5.0,3.0
69225,18.0,5.0,3.0
69226,18.0,5.0,3.0
69227,18.0,5.0,3.0
69228,18.0,5.0,3.0
69229,18.0,5.0,3.0
69230,18.0,5.0,3.0
69231,18.0,5.0,3.0
69232,18.0,5.0,3.0
69233,18.0,5.0,3.0
69234,18.0,5.0,3.0
69235,18.0,5.0,3.0
69236,18.0,5.0,3.0
69237,18.0,5.0,3.0
69238,18.0,5.0,3.0
69239,18.0,5.0,3.0
69240,18.0,5.0,3.0
69241,18.0,5.0,3.0
69242,18.0,5.0,3.0
69243,18.0,5.0,3.0
69244,18.0,5.0,3.0
69245,18.0,5.0,3.0
69246,18.0,5.0,3.0
69247,18.0,5.0,3.0
69248,18.0,5.0,3.0
69249,18.0,5.0,3.0
69250,18.0,5.0,3.0
69251,18.0,5.0,3.0
69252,18.0,5.0,3.0
69253,18.0,5.0,3.0
69254,18.0,5.0,3.0
69255,18.0,5.0,3.0
69256,18.0,5.0,3.0
69257,18.0,5.0,3.0
69258,18.0,5.0,3.0
69259,18.0,5.0,3.0
69260,18.0,5.0,3.0
69261,18.0,5.0,3.0
69262,18.0,5.0,3.0
69263,18.0,5.0,3.0
69264,18.0,5.0,3.0
69265,18.0,5.0,3.0
69266,18.0,5.0,3.0
69267,18.0,5.0,3.0
69268,18.0,5.0,3.0
69269,18.0,5.0,3.0
69270,18.0,5.0,3.0
69271,18.0,5.0,3.0
69272,18.0,5.0,3.0
69273,18.0,5.0,3.0
69274,18.0,5.0,3.0
69275,18.0,5.0,3.0
69276,18.0,5.0,3.0
69277,18.0,5.0,3.0
69278,18.0,5.0,3.0
69279,18.0,5.0,3.0
69280,18.0,5.0,3.0
69281,18.0,5.0,3.0
69282,18.0,5.0,3.0
69283,18.0,5.0,3.0
69284,18.0,5.0,3.0
69285,18.0,5.0,3.0
69286,18.0,5.0,3.0
69287,18.0,5.0,3.0
69288,18.0,5.0,3.0
69289,18.0,5.0,3.0
69290,18.0,5.0,3.0
69291,18.0,5.0,3.0
69292,18.0,5.0,3.0
69293,18.0,5.0,3.0
69294,18.0,5.0,3.0
69295,18.0,5.0,3.0
69296,18.0,5.0,3.0
69297,18.0,5.0,3.0
69298,18.0,5.0,3.0
69299,18.0,5.0,3.0
69300,18.0,5.0,3.0
69301,18.0,5.0,3.0
69302,18.0,5.0,3.0
69303,18.0,5.0,3.0
69304,18.0,5.0,3.0
69305,18.0,5.0,3.0
69306,18.0,5.0,3.0
69307,18.0,5.0,3.0
69308,18.0,5.0,3.0
69309,18.0,5.0,3.0
69310,18.0,5.0,3.0
69311,18.0,5.0,3.0
69312,18.0,5.0,3.0
69313,18.0,5.0,3.0
69314,18.0,5.0,3.0
69315,18.0,5.0,3.0
69316,18.0,5.0,3.0
69317,18.0,5.0,3.0
69318,18.0,5.0,3.0
69319,18.0,5.0,3.0
69320,18.0,5.0,3.0
69321,18.0,5.0,3.0
69322,18.0,5.0,3.0
69323,18.0,5.0,3.0
69324,18.0,5.0,3.0
69325,18.0,5.0,3.0
69326,18.0,5.0,3.0
69327,18.0,5.0,3.0
69328,18.0,5.0,3.0
69329,18.0,5.0,3.0
69330,18.0,5.0,3.0
69331,18.0,5.0,3.0
69332,18.0,5.0,3.0
69333,18.0,5.0,3.0
69334,18.0,5.0,3.0
69335,18.0,5.0,3.0
69336,18.0,5.0,3.0
69337,18.0,5.0,3.0
69338,18.0,5.0,3.0
69339,18.0,5.0,3.0
69340,22.0,4.9,2.9
69341,22.0,4.9,2.9
69342,22.0,4.9,2.9
69343,22.0,4.9,2.9
69344,22.0,4.9,2.9
69345,22.0,4.9,2.9
69346,22.0,4.9,2.9
69347,22.0,4.9,2.9
69348,22.0,4.9,2.9
69349,22.0,4.9,2.9
69350,22.0,4.9,2.9
69351,22.0,4.9,2.9
69352,22.0,4.9,2.9
69353,22.0,4.9,2.9
69354,22.0,4.9,2.9
69355,22.0,4.9,2.9
69356,22.0,4.9,2.9
69357,22.0,4.9,2.9
69358,22.0,4.9,2.9
69359,22.0,4.9,2.9
69360,22.0,4.9,2.9
69361,22.0,4.9,2.9
